order_id,customer_id,restaurant_id,order_date,day_of_week,meal_time,status,items_count,subtotal,tax,delivery_fee,tip,promo_discount,total,payment_method
9ad9b956-9388-4ce0-afc9-244867e1d685,bd615b3a-f536-4913-b07d-542f66fe1910,42287ad2-da2f-46da-b0e3-d56db981db62,2023-12-03 09:55:05,Sunday,Breakfast,Completed,2,87.21000000000001,6.98,0.0,11.11,0.0,105.30000000000001,Debit Card
06e11b2d-8552-47ec-96c8-f023e580a597,63887474-6d42-4206-a2c2-5fe39c388678,3423197e-149d-4ace-ad33-f2ff4b16a1c2,2023-09-14 16:02:59,Wednesday,Afternoon,Completed,2,25.25,2.02,5.99,4.36,5.05,32.57,PayPal
b59e5a4d-0076-4756-b795-9295b10832e0,dffb1bfc-2767-40ab-94ec-5f9c38884d3c,68fa082a-2602-4d81-a366-54ed5e638185,2023-11-09 17:43:30,Monday,Dinner,Completed,2,26.14,2.09,5.99,5.09,0.0,39.31,Credit Card
9fb778ab-1666-4993-923c-5825019e65c0,9989072b-5c34-4ef8-b5c6-5fbb8edf5cb2,4fea8353-ed61-4e1f-8946-04f7b87ab249,2023-05-29 05:50:44,Saturday,Late Night,Completed,3,25.28,2.02,4.99,5.11,0.0,37.4,Debit Card
81022c98-0acd-485f-a8c6-637d801460b1,ad814150-d105-40cf-ae82-0f5e6c160c49,e7511a09-d43c-4b5f-9058-3403c6a2f57e,2023-03-31 12:16:28,Tuesday,Lunch,Completed,4,29.77,2.38,4.99,4.43,0.0,41.57,Credit Card
063a0397-5d3c-47d5-b436-d76d9074a4b0,19e9b500-10e6-4fca-acaf-b2df722c767e,8a9e374d-f43e-44b2-bd9f-7de626ce6211,2023-03-01 13:30:29,Saturday,Lunch,Completed,2,15.2,1.22,4.99,1.8,3.04,20.169999999999998,Debit Card
7f41321e-8661-4d81-aeb0-26111f8adb5c,b88a8a60-c06e-4c9a-97f1-db74df011656,89449cb7-e158-414a-bfcf-55b66923bb9d,2023-02-19 23:21:22,Sunday,Late Night,Completed,4,69.45,5.56,5.99,11.67,0.0,92.67,Credit Card
f92ede8d-86b3-4c5a-b6dd-4f492328fd87,c4c24411-a582-4ed8-8eb3-7403f1b73785,bfad0e0f-cb22-4e53-b38e-e310e97462f4,2023-05-26 06:03:02,Thursday,Breakfast,Completed,3,25.270000000000003,2.02,4.99,0.76,0.0,33.04,PayPal
4784769a-e2fd-469e-a3af-c94fe7c37d36,37671603-743b-4293-87e1-fa63ea552891,7949e586-fe09-46d3-bc8d-0cc48997ec69,2023-02-08 19:16:17,Friday,Dinner,Completed,2,30.689999999999998,2.46,3.99,0.46,0.0,37.6,PayPal
90fe5482-e06b-45ee-8626-fc7417d98ce2,70d82ada-deb7-4684-807e-bed99716516c,cd03d8e9-b448-4cdf-a391-551add78c13f,2023-09-09 18:39:34,Tuesday,Dinner,Completed,3,27.47,2.2,0.0,1.72,0.0,31.389999999999997,PayPal
fd9481aa-e02e-4668-995c-80e138f4c5cb,c1c3b3d8-c099-4ab2-8944-90953f8135ef,89449cb7-e158-414a-bfcf-55b66923bb9d,2023-09-21 11:34:27,Friday,Lunch,Completed,4,62.76,5.02,0.0,5.23,0.0,73.01,Debit Card
7d4a38aa-0153-43da-9fa6-8a709a2b077b,06db8897-97e6-4718-9491-2431726ed80c,feb9feaf-593f-4eaf-a5e3-25f6cb53293c,2023-04-08 19:31:24,Thursday,Dinner,Completed,2,29.18,2.33,3.99,5.25,0.0,40.75,PayPal
9efc4440-37fb-4564-9e43-f50a53bfe10b,ba0fc79b-8e67-40da-aa91-3ff78b499f18,69ef8a7c-4d12-4b57-b165-4a06225addab,2023-01-09 11:25:03,Sunday,Lunch,Completed,4,54.34,4.35,0.0,7.87,0.0,66.56,Debit Card
0c4ce6cf-7440-4800-8aec-1ba8532fb0da,d54a113f-857f-4cc8-9a33-e22650fbaeed,ab7fd423-ee82-4286-949c-bfc28daac20c,2023-02-24 18:04:38,Friday,Dinner,Completed,1,9.42,0.75,4.99,1.6,0.0,16.76,PayPal
bbe7131e-10a8-4ae6-b5ea-5bf165d4e80a,bd615b3a-f536-4913-b07d-542f66fe1910,69ef8a7c-4d12-4b57-b165-4a06225addab,2023-04-20 11:17:11,Sunday,Lunch,Completed,3,49.51,3.96,0.0,0.5,9.9,44.07,Debit Card
385b12cd-9c6e-48d2-9a61-dd02ed53011b,f583042b-6ad1-436e-8e46-0e8f09a2ac35,69ef8a7c-4d12-4b57-b165-4a06225addab,2023-05-26 20:44:51,Friday,Dinner,Completed,3,38.8,3.1,5.99,6.71,0.0,54.6,Credit Card
389695f9-9908-44e1-9c04-faeebc523ca4,58e1be11-a0a8-46a4-b080-ad859bb566aa,def18886-949c-450c-ab0d-ba36271be381,2023-10-04 18:17:29,Saturday,Dinner,Completed,2,13.559999999999999,1.08,0.0,1.69,0.0,16.33,Credit Card
fa1375d8-dce6-4c87-983a-c4dc0e37c556,3b23f79a-6e06-43da-a863-bc6f4602dcf3,c381bf47-ffe9-4b70-9f84-6cd190f496e7,2023-08-21 10:11:47,Sunday,Breakfast,Completed,3,25.83,2.07,4.99,3.74,0.0,36.63,Debit Card
a01216e9-6582-49b0-906f-6669a926d068,16bf5ba4-1c5b-4dd1-bc7c-5e6f0f2342eb,1161ca9f-0530-4daa-b88f-bdad43acc47d,2023-02-07 09:09:31,Sunday,Breakfast,Completed,1,15.61,1.25,0.0,1.79,0.0,18.65,Credit Card
ad9f049b-5b1b-4835-8243-d1bdf7e411c7,9fb34b00-ac17-4fa4-8a3f-3932b1734cdc,7949e586-fe09-46d3-bc8d-0cc48997ec69,2023-01-31 20:26:07,Saturday,Dinner,Completed,2,26.71,2.14,5.99,4.26,0.0,39.1,Apple Pay
57fbd35c-c65e-450c-85dd-99a37e70801b,780afb5b-05e5-4c4b-9c7b-94a9763f3ef6,339b212d-0335-449a-a374-8247a4710fef,2023-08-25 12:15:46,Friday,Lunch,Completed,3,52.64,4.21,6.99,0.07,0.0,63.910000000000004,Apple Pay
637ef745-9c21-4cdc-b776-28285bc592d5,a6fd32cc-89d0-4a5a-ba62-db01edbf3ede,69ef8a7c-4d12-4b57-b165-4a06225addab,2023-09-11 20:13:35,Monday,Dinner,Completed,4,54.96,4.4,0.0,11.79,0.0,71.15,Debit Card
c6bbbcb8-8382-4318-b008-d00b5116c98d,9e8604f1-18f6-4e3b-b48d-c0a4d163cda0,bfad0e0f-cb22-4e53-b38e-e310e97462f4,2023-12-20 13:44:02,Monday,Lunch,Completed,2,16.25,1.3,0.0,3.58,0.0,21.130000000000003,PayPal
111fb12d-913a-4533-b2ca-895c1b57140b,2c18020b-af7a-455b-a62d-b5c6864a588f,3423197e-149d-4ace-ad33-f2ff4b16a1c2,2023-03-31 18:08:04,Thursday,Dinner,Completed,2,30.700000000000003,2.46,5.99,4.45,0.0,43.60000000000001,Credit Card
28938346-6c79-4b9b-b5c6-a0815e7335a7,e6827796-ab0f-4e27-991b-b13eb3692749,b329a2af-b049-46f3-9804-353d805bec89,2023-05-22 14:32:23,Saturday,Lunch,Completed,2,18.93,1.51,0.0,1.38,0.0,21.82,PayPal
e9a75e2a-3d20-41ea-845f-e25ad210aed2,9a48f22c-b897-43bf-8eee-a8b949a362b4,07a93621-ccfd-40ac-b6ca-f41c3a784aa9,2023-08-23 19:04:25,Sunday,Dinner,Completed,3,26.54,2.12,4.99,4.16,0.0,37.81,Debit Card
ca724f3f-47a3-4cf1-9a30-400009fe598a,9a48f22c-b897-43bf-8eee-a8b949a362b4,54775fe0-d6c4-480f-abc8-9679fb94dfa0,2023-04-29 13:41:21,Sunday,Lunch,Completed,3,22.98,1.84,4.99,1.75,4.6,26.96,Debit Card
246df3d8-3fa8-4b51-91b4-51271391a244,d6f84144-2c74-4ba9-b571-8bbcdad4b3a7,209519ca-68e4-408c-adec-2269127a180a,2023-03-27 12:53:34,Wednesday,Lunch,Completed,2,16.0,1.28,0.0,3.98,0.0,21.26,PayPal
5ac8dd45-f636-4ca4-8d8f-8340cebb7009,f2467f08-5d98-4b5e-8d06-9451a6353613,3ea55e95-5c55-485d-867e-133f00da162e,2023-03-17 22:58:34,Sunday,Late Night,Cancelled,3,28.389999999999997,2.27,0.0,6.89,0.0,37.55,PayPal
fc0cc9c1-bc08-4789-90bf-6851cddf7ac3,780afb5b-05e5-4c4b-9c7b-94a9763f3ef6,def18886-949c-450c-ab0d-ba36271be381,2023-10-17 09:57:44,Saturday,Breakfast,Completed,3,24.75,1.98,0.0,2.21,0.0,28.94,Credit Card
3d06cd4b-9e06-476c-932e-d52d9032f160,63887474-6d42-4206-a2c2-5fe39c388678,547a2699-78dd-44fe-8b7e-51bd349c71b2,2023-02-14 15:58:12,Saturday,Afternoon,Completed,4,182.76,14.62,6.99,14.08,0.0,218.45000000000002,PayPal
fab26325-2bc1-44d6-8e78-c37db3420e47,69c5fc97-2381-4af8-a600-90d4d5b4c1a1,bfad0e0f-cb22-4e53-b38e-e310e97462f4,2023-03-15 23:04:30,Friday,Late Night,Completed,2,18.93,1.51,0.0,1.29,0.0,21.73,Credit Card
f0e3f1f1-c433-4aee-a098-8f96a7ccaf41,02320877-5e0e-4b53-90b8-7d3f74c731f1,ab7fd423-ee82-4286-949c-bfc28daac20c,2023-06-04 18:01:35,Friday,Dinner,Completed,2,19.98,1.6,2.99,0.62,0.0,25.19,Credit Card
19bb1d6b-df8f-4c57-be24-67746e8fda1e,ba0fc79b-8e67-40da-aa91-3ff78b499f18,9abd0cd4-be34-44bd-9bce-ff2ec59e49e7,2023-07-05 20:44:27,Friday,Dinner,Completed,2,56.160000000000004,4.49,0.0,8.17,10.0,58.82000000000001,PayPal
d047a7e2-0e25-4aad-9548-1f1c948d0326,03af2a73-c7e1-4a35-82ee-4d3001d87c9f,98e3bdfb-c386-4e7e-8214-5978e46d503a,2023-07-02 15:32:18,Sunday,Afternoon,Completed,1,5.0,0.4,4.99,0.21,0.0,10.600000000000001,PayPal
1eb0d8c8-1ec3-49d2-92fb-b5f71b9fd2cf,33a5a88c-c2ad-460f-9e25-3c17c998ddb0,69ef8a7c-4d12-4b57-b165-4a06225addab,2023-12-24 18:00:34,Wednesday,Dinner,Completed,3,43.82,3.51,3.99,2.39,0.0,53.71,PayPal
e1ebe099-78d5-4930-bda2-f74ae79ffc71,fbe2ee1b-862d-43de-92cd-12c894c883a5,3ea55e95-5c55-485d-867e-133f00da162e,2023-02-28 07:59:58,Saturday,Breakfast,Completed,3,22.9,1.83,0.0,2.99,0.0,27.72,Debit Card
e9d162c6-987a-458c-baf8-f80dfcc4272b,f3e6d39e-e682-4601-84a9-13cc5b5fcdac,c2303ef8-b86d-4b54-a114-d1762a47fc54,2023-08-06 20:02:01,Sunday,Dinner,Completed,3,27.63,2.21,0.0,0.3,0.0,30.14,Debit Card
95f1896a-e694-4c38-b79f-2fa330635251,63887474-6d42-4206-a2c2-5fe39c388678,7014848d-ee43-49c9-a00a-9a531d609cf5,2023-10-24 21:15:10,Sunday,Dinner,Completed,2,14.18,1.13,2.99,2.54,0.0,20.839999999999996,PayPal
f9d56d8b-013c-47a6-bbb2-ec76bb351335,63887474-6d42-4206-a2c2-5fe39c388678,42287ad2-da2f-46da-b0e3-d56db981db62,2023-12-24 23:24:43,Friday,Late Night,Completed,1,34.09,2.73,7.99,2.68,0.0,47.49,Debit Card
3ad84fb5-ddfe-4e25-a42d-d9474e5298cd,b09b264d-682d-4179-a5aa-5413d3fbf8c2,4fea8353-ed61-4e1f-8946-04f7b87ab249,2023-01-21 08:29:31,Wednesday,Breakfast,Completed,2,18.04,1.44,0.0,1.31,0.0,20.79,Google Pay
cf02a584-248c-4acc-9605-9c35ce4bd044,828d15f4-1bbb-42f5-bc3e-3833ea9781b6,69ef8a7c-4d12-4b57-b165-4a06225addab,2023-12-12 11:07:06,Monday,Lunch,Completed,2,33.07,2.65,5.99,8.08,6.61,43.18,Debit Card
3f93ffbc-7d75-47c1-b0e3-622943d203af,9fb34b00-ac17-4fa4-8a3f-3932b1734cdc,8a9e374d-f43e-44b2-bd9f-7de626ce6211,2023-09-13 21:17:45,Sunday,Dinner,Completed,2,15.2,1.22,4.99,3.61,0.0,25.019999999999996,Google Pay
503ff056-ca8c-4e6f-b083-e313c63a466e,3582f8bb-f707-4bdd-8fcc-08439be95acb,def18886-949c-450c-ab0d-ba36271be381,2023-01-16 20:43:03,Sunday,Dinner,Completed,2,10.0,0.8,4.99,1.56,0.0,17.35,Debit Card
68b8e159-888d-4d74-8372-6d5ae1c9e860,3ef6cb1e-b079-4cee-8084-2b1e3aa8afcf,def18886-949c-450c-ab0d-ba36271be381,2023-09-16 21:34:21,Friday,Dinner,Completed,3,21.1,1.69,4.99,4.5,0.0,32.28,Cash
66db24b5-eb67-4862-9bc1-bfb3a1c2550b,bd615b3a-f536-4913-b07d-542f66fe1910,a740faea-2d85-43f9-9252-744ced447767,2023-09-07 16:30:43,Saturday,Afternoon,Completed,5,67.8,5.42,0.0,4.82,10.0,68.03999999999999,Credit Card
ec697803-8a02-4f32-bc18-39e95ec5aac5,47bbbbc9-82f5-4819-96c0-454e089ade99,339b212d-0335-449a-a374-8247a4710fef,2023-10-31 08:07:44,Saturday,Breakfast,Completed,3,71.16,5.69,6.99,16.04,0.0,99.88,Credit Card
bb063422-c20f-463b-9010-46c7209e2233,c8f12958-306e-415b-8ecd-078c1b3b1076,4fea8353-ed61-4e1f-8946-04f7b87ab249,2023-12-12 16:10:31,Tuesday,Afternoon,Completed,3,15.82,1.27,0.0,3.32,0.0,20.41,Debit Card
5fad0cd8-b1c7-47ea-b2c7-1ea24e55c605,ed56517f-c1b8-4ac5-a1b3-6f92592774c4,9abd0cd4-be34-44bd-9bce-ff2ec59e49e7,2023-10-18 11:41:27,Wednesday,Lunch,Completed,2,78.05,6.24,7.99,8.08,0.0,100.35999999999999,Credit Card
53a63d0e-51e4-4e67-8fd9-88398641030d,61065bb0-7728-4d2a-b48f-40f7e001f6c9,bfad0e0f-cb22-4e53-b38e-e310e97462f4,2023-04-06 03:17:42,Friday,Late Night,Completed,1,10.64,0.85,4.99,1.15,0.0,17.63,Debit Card
0e013306-0180-4745-b434-aa00e18634c9,72d59c8f-c3eb-4aa4-a1b7-bde2e86664af,1161ca9f-0530-4daa-b88f-bdad43acc47d,2023-03-19 11:40:27,Tuesday,Lunch,Completed,2,32.88,2.63,0.0,4.94,0.0,40.45,PayPal
5b1ef862-3512-4d2c-a4ea-5187e9a45407,2ebe50c4-2e2e-4128-9651-9afa0220613e,9abd0cd4-be34-44bd-9bce-ff2ec59e49e7,2023-01-19 08:50:17,Saturday,Breakfast,Completed,3,158.89,12.71,0.0,0.79,0.0,172.39,Credit Card
f5dcc77c-65b6-4289-bf17-7eab8a367524,af433683-c100-44cd-9067-09c1c946bb43,209519ca-68e4-408c-adec-2269127a180a,2023-03-13 17:33:36,Sunday,Dinner,Completed,6,47.25,3.78,0.0,9.83,0.0,60.86,PayPal
4a83426c-b16f-4b71-93ad-59502cf26644,03af2a73-c7e1-4a35-82ee-4d3001d87c9f,4fea8353-ed61-4e1f-8946-04f7b87ab249,2023-05-23 19:01:30,Saturday,Dinner,Completed,2,12.07,0.97,2.99,0.16,0.0,16.19,Credit Card
29c9bf68-b824-4465-b9a1-faf60961af03,b09b264d-682d-4179-a5aa-5413d3fbf8c2,e022c067-fc2d-4209-898c-68398e8e86f5,2023-03-04 20:00:15,Sunday,Dinner,Completed,3,144.60999999999999,11.57,7.99,8.51,0.0,172.67999999999998,Google Pay
4861dbf5-86ef-41e4-bc6a-fca7a3d14ad0,06db8897-97e6-4718-9491-2431726ed80c,f7613c51-110f-4aed-ad31-cc087ade5110,2023-09-09 23:56:26,Sunday,Late Night,Completed,2,11.26,0.9,2.99,1.18,0.0,16.330000000000002,Credit Card
433a51b8-a3f0-48ae-8c32-5e3dd35b6a74,d886d931-8716-45ce-8363-4493ca16ee2c,68fa082a-2602-4d81-a366-54ed5e638185,2023-08-16 13:20:25,Tuesday,Lunch,Completed,2,31.689999999999998,2.54,5.99,5.14,6.34,39.019999999999996,Credit Card
0c08e637-ccd1-4096-ba8f-d013444dc149,8e4f73c5-26d0-486b-8d9b-ce0566cb99da,c2303ef8-b86d-4b54-a114-d1762a47fc54,2023-03-30 14:23:18,Tuesday,Lunch,Completed,4,42.769999999999996,3.42,2.99,6.92,0.0,56.1,Google Pay
79e7dbb1-69a8-4aba-a36e-52ee3826a1d1,d54a113f-857f-4cc8-9a33-e22650fbaeed,89449cb7-e158-414a-bfcf-55b66923bb9d,2023-01-08 23:07:49,Friday,Late Night,Completed,3,48.02,3.84,5.99,4.59,0.0,62.44,Google Pay
ca6ac367-26d1-4ced-a289-d53bb82a890c,58e1be11-a0a8-46a4-b080-ad859bb566aa,3ea55e95-5c55-485d-867e-133f00da162e,2023-08-19 20:05:37,Wednesday,Dinner,Completed,3,22.86,1.83,0.0,4.05,0.0,28.74,Credit Card
df48a07a-974e-4c57-a189-587a79e4461b,14b554c1-5a28-4056-a638-30b4240009ca,623d9841-0c83-4cfe-8958-cc408bb95c24,2023-12-30 16:19:16,Sunday,Afternoon,Completed,2,78.58,6.29,0.0,3.52,0.0,88.39,Credit Card
52755e69-dd6e-4936-b2b7-960e61a01ae3,2ebe50c4-2e2e-4128-9651-9afa0220613e,6567482a-5657-4783-9313-289db98d4383,2023-06-10 19:47:31,Wednesday,Dinner,Completed,4,49.22,3.94,0.0,5.36,0.0,58.519999999999996,Apple Pay
325366ec-a175-4e27-9f51-a45609b096b1,3582f8bb-f707-4bdd-8fcc-08439be95acb,42287ad2-da2f-46da-b0e3-d56db981db62,2023-05-14 14:02:29,Monday,Lunch,Refunded,1,39.81,3.18,7.99,1.12,0.0,52.1,Debit Card
d23cfccc-978b-4be7-a497-00008593744a,d54a113f-857f-4cc8-9a33-e22650fbaeed,623d9841-0c83-4cfe-8958-cc408bb95c24,2023-09-18 18:37:57,Tuesday,Dinner,Completed,3,145.42000000000002,11.63,5.99,18.11,10.0,171.15000000000003,PayPal
ce452ce4-4ffd-4b32-9b35-57bae8dd5831,2d7b3b6d-3039-453a-bd0d-2a24514f478e,623d9841-0c83-4cfe-8958-cc408bb95c24,2023-12-29 22:21:40,Monday,Late Night,Completed,5,263.39,21.07,0.0,13.92,10.0,288.38,Google Pay
94aa3886-a2b0-4bb1-8788-4324e725605e,9fb34b00-ac17-4fa4-8a3f-3932b1734cdc,feb9feaf-593f-4eaf-a5e3-25f6cb53293c,2023-08-10 19:42:43,Friday,Dinner,Completed,2,23.7,1.9,5.99,1.59,0.0,33.18,Credit Card
f389feff-21e0-4470-a674-aaf79727c729,03af2a73-c7e1-4a35-82ee-4d3001d87c9f,7014848d-ee43-49c9-a00a-9a531d609cf5,2023-06-24 18:59:14,Monday,Dinner,Completed,2,15.690000000000001,1.26,2.99,3.56,0.0,23.500000000000004,Debit Card
b635032f-7a95-4483-b338-1d73ffe13c4f,f8d41e8e-f97e-4a83-acc7-1eab7dd48066,a34624c6-3919-474b-a09c-db43228d6e9a,2023-02-09 16:06:06,Monday,Afternoon,Completed,3,73.51,5.88,0.0,0.3,0.0,79.69,PayPal
e5d415e8-3161-45c1-9e8e-7f23341e4d3a,fdbdb37c-83f8-4010-93a4-f272586a9369,c381bf47-ffe9-4b70-9f84-6cd190f496e7,2023-08-19 18:13:58,Saturday,Dinner,Completed,2,18.34,1.47,4.99,2.45,3.67,23.58,Debit Card
e7e1a698-b6d0-4405-ae0d-0732b4388d9f,ac94c121-0bf1-49f7-8fa0-40755edad248,cbc01602-fd7f-4dc6-9791-4ba2ab5e2a12,2023-09-07 23:51:52,Saturday,Late Night,Completed,1,48.13,3.85,5.99,0.19,0.0,58.160000000000004,Credit Card
ee26783d-9b48-412b-bc00-963dcfeb442f,ba8e6476-91a2-4cc5-9de6-2647e4a65564,c4429a43-1837-4207-8470-63c95b9b1b21,2023-11-17 14:09:05,Thursday,Lunch,Completed,3,23.58,1.89,2.99,2.78,0.0,31.240000000000002,Credit Card
4f709065-fecb-49eb-9970-08298ffc1407,6d58291f-4fd1-4df3-bf92-ed01ca18a900,4739a2fd-3e9c-4f68-8fed-96370dade7d3,2023-10-24 16:32:02,Sunday,Afternoon,Completed,2,82.83,6.63,7.99,14.79,0.0,112.23999999999998,Debit Card
6c648336-b6fb-42eb-b54a-badb482a0c60,39cdb981-9d78-475d-9c28-e9cc332217c0,8a9e374d-f43e-44b2-bd9f-7de626ce6211,2023-11-27 12:18:44,Friday,Lunch,Completed,3,24.42,1.95,2.99,5.63,0.0,34.99,Debit Card
b2c0d5ef-c824-4cb1-b3f2-6d955a7bfd60,a78de79b-9ab7-498e-b77e-eb2efbade7c1,209519ca-68e4-408c-adec-2269127a180a,2023-07-04 12:18:54,Saturday,Lunch,Completed,2,18.28,1.46,0.0,2.25,0.0,21.990000000000002,Debit Card
38aba542-b282-4ff6-99ea-a1d4bc441fa9,780afb5b-05e5-4c4b-9c7b-94a9763f3ef6,96db5cfe-8ad8-4367-8d48-386fdfde9780,2023-05-14 11:51:10,Thursday,Lunch,Completed,4,144.4,11.55,6.99,12.82,10.0,165.76000000000002,Debit Card
f7d47ecd-7f6b-481f-a379-b85abb631d37,d41ce3ef-7dec-4e53-b8bb-75950b4b11f2,b329a2af-b049-46f3-9804-353d805bec89,2023-02-26 17:52:39,Sunday,Dinner,Completed,2,19.71,1.58,4.99,1.78,0.0,28.060000000000002,Credit Card
6389eb4c-a3bf-4ace-9cac-e73b507ac89a,2d7b3b6d-3039-453a-bd0d-2a24514f478e,e65b7ee9-1f6d-4765-9646-e387215680af,2023-03-12 14:49:12,Thursday,Lunch,Completed,2,49.510000000000005,3.96,0.0,1.05,0.0,54.52,PayPal
dee52293-b431-44b1-a19a-b3a1ece93d3b,03af2a73-c7e1-4a35-82ee-4d3001d87c9f,54775fe0-d6c4-480f-abc8-9679fb94dfa0,2023-08-08 21:50:26,Wednesday,Dinner,Cancelled,3,21.84,1.75,4.99,0.38,0.0,28.959999999999997,Debit Card
6a1e6f38-3f9e-4c0b-9d61-2ddd782e843d,517b874f-052e-4381-b6a1-a2b215bf2265,8a9e374d-f43e-44b2-bd9f-7de626ce6211,2023-12-05 13:46:26,Saturday,Lunch,Completed,2,14.51,1.16,0.0,3.34,0.0,19.009999999999998,Credit Card
2b8a25ef-f2fd-4bd6-9b09-9b0ddcacf58c,787ed9b5-44d8-4186-a48c-07eb1ce0d79d,b329a2af-b049-46f3-9804-353d805bec89,2023-11-29 17:02:12,Thursday,Dinner,Completed,3,33.129999999999995,2.65,0.0,1.77,0.0,37.55,PayPal
97c6a77d-8dac-4d2a-8bf9-f68c935c37d8,fdbdb37c-83f8-4010-93a4-f272586a9369,def18886-949c-450c-ab0d-ba36271be381,2023-02-26 13:07:23,Sunday,Lunch,Completed,4,25.19,2.02,4.99,5.07,0.0,37.27,Credit Card
8fba6e02-348c-4383-881e-5c5350515d21,fbe2ee1b-862d-43de-92cd-12c894c883a5,c381bf47-ffe9-4b70-9f84-6cd190f496e7,2023-07-13 10:37:15,Saturday,Breakfast,Completed,1,9.7,0.78,4.99,1.03,0.0,16.5,Debit Card
8aa5dac3-6f4d-4738-9920-05babb4cb421,39cdb981-9d78-475d-9c28-e9cc332217c0,c2303ef8-b86d-4b54-a114-d1762a47fc54,2023-07-09 20:55:37,Thursday,Dinner,Completed,3,24.86,1.99,4.99,6.05,0.0,37.88999999999999,Debit Card
6726eba5-4b8c-4901-9a10-604eb29e37c5,000d2b5f-a791-4943-9175-5173f6ed7b88,69ef8a7c-4d12-4b57-b165-4a06225addab,2023-01-17 23:07:23,Friday,Late Night,Completed,3,37.58,3.01,5.99,2.85,0.0,49.43,Credit Card
f4e9e151-22cb-4039-80a0-e3734417a7f9,358eb9fb-2c64-47c5-821d-7cfd950bfb64,547a2699-78dd-44fe-8b7e-51bd349c71b2,2023-03-04 20:30:04,Friday,Dinner,Completed,3,47.14,3.77,0.0,7.14,0.0,58.050000000000004,Apple Pay
6c598471-00a9-4d79-ad55-972a1f6289a7,33a5a88c-c2ad-460f-9e25-3c17c998ddb0,e022c067-fc2d-4209-898c-68398e8e86f5,2023-07-29 11:42:57,Saturday,Lunch,Completed,2,75.23,6.02,7.99,10.76,0.0,100.0,Debit Card
