order_item_id,order_id,item_id,quantity,price,special_instructions
a8053e5c-e0ec-4b68-8d48-577082a5cfb4,a31aad7c-b458-438c-afc4-025eab244b35,51665385-41bc-4f44-a92c-67b84ecca22e,4,14.77,
9224d2df-9171-4aaf-90ff-5c28c769ecf7,a31aad7c-b458-438c-afc4-025eab244b35,90d5baf1-c37e-4867-8ba1-6509b1f1b2c4,1,18.93,
9d200cff-06e9-4cc5-9126-3cad882310bc,56cbf558-f01a-4b0d-90fb-5b2b023b73a0,6a27c3cd-1233-43b2-af31-e8fff685c9d6,1,40.28,Gluten-free if possible
0bdcce39-4aab-4d0a-b887-b1000ee51463,56cbf558-f01a-4b0d-90fb-5b2b023b73a0,b33563bc-af2c-42fc-88db-b18a18307af6,1,41.44,Gluten-free if possible
1b6887f7-30bf-4c56-a4fc-fff77c978cf4,33735182-2a71-4d17-bdd8-5d9491ab621f,6a27c3cd-1233-43b2-af31-e8fff685c9d6,1,40.28,
898a5b74-2302-45c0-8224-4a101b89a993,33735182-2a71-4d17-bdd8-5d9491ab621f,b0a1a8f7-0804-4130-9e40-309508eb21de,2,15.2,
194e1490-5746-4863-85f5-9113851754c5,33735182-2a71-4d17-bdd8-5d9491ab621f,288aa5ec-2228-46d9-824c-de5ff4188b06,1,13.39,Gluten-free if possible
81df3ab9-2dbc-4af6-bbf5-418267ecbd21,0322cf00-d1ba-415d-b5cf-f14c47f207b2,9fb76a2d-baac-4d66-8c98-48033975e2d6,1,11.16,
8409bd55-13ea-442b-b0cb-96a3c6e5fdd5,0322cf00-d1ba-415d-b5cf-f14c47f207b2,7b6486ce-fe20-4560-b1f4-72bff729cf4f,1,5.97,No ice in the drink
ae3cdc20-1ed7-43b4-9934-bbc3001a93bc,0322cf00-d1ba-415d-b5cf-f14c47f207b2,7b91a963-1109-4876-84b6-e0da2bb137bf,1,9.3,
274ec6c1-b124-4a96-9536-e28e76d9fc1a,0322cf00-d1ba-415d-b5cf-f14c47f207b2,252ed787-0c20-43ad-ad23-b573fae5c520,1,5.0,
76b9141a-b759-4a87-a0a4-f3d6aff56461,a57df1c5-2d9a-43ba-8db2-d21b53c1f1fe,ba0e615c-ad54-42c0-90d8-ee1fc70e1f51,1,6.39,
97349dec-a2e8-4cfa-b754-798d4fdd7b07,a57df1c5-2d9a-43ba-8db2-d21b53c1f1fe,8aa5a07a-1a5c-4018-b52d-87be2f525d3d,2,7.63,No onions please
4b75ce81-94c7-48aa-a2d3-66cbc28412c1,9ad9b956-9388-4ce0-afc9-244867e1d685,81e4d1ec-b41c-409f-9462-93bd5d7de209,1,54.09,
f746f0c5-7960-416b-87df-cbd85fe496ef,9ad9b956-9388-4ce0-afc9-244867e1d685,be3b3ed3-47ad-40a8-8fd7-5a8f5363184d,4,33.12,Extra napkins please
f2d80eac-ad54-46c2-a1a1-5b3239ef11ec,06e11b2d-8552-47ec-96c8-f023e580a597,2efe4e65-1783-44ad-8c84-5248df73215a,1,16.4,
441f7895-72c7-43c7-ba41-d878b9609c04,06e11b2d-8552-47ec-96c8-f023e580a597,36daf90f-689f-4088-927a-3f44ef077fa4,1,8.85,
ca20f4a1-4c67-4f71-9295-47bb17deb5e2,b59e5a4d-0076-4756-b795-9295b10832e0,2cd65075-4678-472c-9853-1dec17510d4d,1,14.5,
a6dfecfe-d019-47bb-9ae9-12881b942efb,b59e5a4d-0076-4756-b795-9295b10832e0,2971fc6f-7c08-48fc-b2fa-edc1ca3d6bb0,1,11.64,
c7bf57c3-dea0-4ab5-8c0d-64312595b8c7,9fb778ab-1666-4993-923c-5825019e65c0,3321c5eb-83f7-46bd-8377-a38aa7fd31ee,1,10.71,No ice in the drink
1043c6e2-50e8-4f09-8de1-0848f25ab32a,9fb778ab-1666-4993-923c-5825019e65c0,c22c0794-2cbc-4217-b77b-1ddb79403692,3,9.06,Gluten-free if possible
3c4afabf-1197-4a22-9ea6-82ecfe7102af,9fb778ab-1666-4993-923c-5825019e65c0,3c82af31-a815-40b3-8964-daedbdd796bc,1,5.51,
ddcfe641-d666-4f47-9022-e5304782a753,81022c98-0acd-485f-a8c6-637d801460b1,6a569494-4b60-4214-8d5e-7d62174bd6ae,1,5.0,
2df57dda-b6d9-440d-9293-73df0e841c76,81022c98-0acd-485f-a8c6-637d801460b1,c1fb3b04-5847-47c5-ac73-a345f887bb1a,1,9.03,
a14ce1d2-1695-4b23-9696-11b9d5a3a8b5,81022c98-0acd-485f-a8c6-637d801460b1,fa2e8057-5c57-4efe-a5c6-a6d68c6a2564,1,7.87,
bc3555d4-7a42-4016-982f-47f096cc8ae8,81022c98-0acd-485f-a8c6-637d801460b1,fa2e8057-5c57-4efe-a5c6-a6d68c6a2564,4,7.87,
50d54489-8fae-426d-a987-13b40079f107,063a0397-5d3c-47d5-b436-d76d9074a4b0,02adfe5b-6b75-428b-a334-3d2ceba92d3f,1,6.6,Extra napkins please
9685b90f-26b3-43dd-8d9f-3837d8a11924,063a0397-5d3c-47d5-b436-d76d9074a4b0,4b5ffca6-7227-413b-a4ae-3f66797c5d38,1,8.6,
8b426127-822c-43b1-ace5-1602ec09ddf0,7f41321e-8661-4d81-aeb0-26111f8adb5c,e6dd5a3f-f68e-4164-9818-f3d2f424c0c7,1,19.58,
5eab1bfb-1c99-49b4-ab4e-1308f17556e6,7f41321e-8661-4d81-aeb0-26111f8adb5c,e6dd5a3f-f68e-4164-9818-f3d2f424c0c7,1,19.58,
f08c7a82-516f-4a99-b251-22190d66aa19,7f41321e-8661-4d81-aeb0-26111f8adb5c,0bd34b26-0c76-40df-a4a6-623f744f336b,2,18.3,
a658d9bd-d1a3-44f2-9a3c-d8f788b37786,7f41321e-8661-4d81-aeb0-26111f8adb5c,c81a4deb-075a-4916-ac42-c2126b4536b5,2,11.99,
60ff9095-21d1-4661-be1b-cf83702409c4,f92ede8d-86b3-4c5a-b6dd-4f492328fd87,252ed787-0c20-43ad-ad23-b573fae5c520,4,5.0,
21b64973-1495-4533-a875-e7b1add0d424,f92ede8d-86b3-4c5a-b6dd-4f492328fd87,98fcc909-f662-4b14-aebf-b28edf0fd3a1,1,9.63,
2650b362-0db3-4fa0-a22b-a016c69bccdd,f92ede8d-86b3-4c5a-b6dd-4f492328fd87,44b944b0-dfc9-4b02-98bc-403a41a8b325,2,10.64,
3883b7ad-31c5-4b1a-b60d-d2b6061a641c,4784769a-e2fd-469e-a3af-c94fe7c37d36,6965104e-20b7-40d8-8043-db7b0b5e0963,1,14.37,
09cc14be-0f05-4060-837d-1440c08414b5,4784769a-e2fd-469e-a3af-c94fe7c37d36,2cd9d748-e357-4bc8-aef3-6d73522e4b00,1,16.32,
f0a5e3f2-75be-4e56-bfbb-4d8853e4c9ed,90fe5482-e06b-45ee-8626-fc7417d98ce2,574b3bd0-a32f-4518-a2f7-14852f518af1,1,7.28,No onions please
25e4a548-7971-4503-bd27-0f1f0e687799,90fe5482-e06b-45ee-8626-fc7417d98ce2,d5b47393-b509-4504-869b-0457fb2ab83c,1,7.25,
863793e3-6754-4c3d-a907-719810f20933,90fe5482-e06b-45ee-8626-fc7417d98ce2,8a363c08-3fa3-43c1-bb43-99595f36b9e8,1,12.94,
c0f5de6a-7757-4bd0-b8a7-e5e71634c37c,fd9481aa-e02e-4668-995c-80e138f4c5cb,0bd34b26-0c76-40df-a4a6-623f744f336b,4,18.3,No ice in the drink
c185f6e5-b55e-4f80-8b13-0f56fb46ab7c,fd9481aa-e02e-4668-995c-80e138f4c5cb,9548fcaf-4458-439d-8128-34c4302ce3d4,1,7.15,
67c5f155-7ff8-4e03-84fb-abe0254d9510,fd9481aa-e02e-4668-995c-80e138f4c5cb,e6dd5a3f-f68e-4164-9818-f3d2f424c0c7,1,19.58,
7fd86cc9-3ad3-4b00-a2ca-d19df76924ed,fd9481aa-e02e-4668-995c-80e138f4c5cb,666622c3-46a8-4f19-a81c-fc4628060d60,1,17.73,No ice in the drink
3653262f-a6f7-46eb-80c7-57ce9b1d5a24,7d4a38aa-0153-43da-9fa6-8a709a2b077b,b43f56df-caf7-4bea-b432-5aa51584d0ab,1,14.59,No ice in the drink
305056fc-7586-4ce1-96d8-96163c817fe2,7d4a38aa-0153-43da-9fa6-8a709a2b077b,b43f56df-caf7-4bea-b432-5aa51584d0ab,1,14.59,
d0a575c7-c0b8-44d4-9ee8-b9c0682df9c4,9efc4440-37fb-4564-9e43-f50a53bfe10b,55097e04-2e45-49d9-bff5-abe92dcb26a2,2,15.76,
f9744281-23d9-46f9-a373-94eec48071c3,9efc4440-37fb-4564-9e43-f50a53bfe10b,a684e597-51d0-43ec-94d4-3b9e1d096b29,4,10.67,Dressing on the side
f34a0e72-0699-4e36-b1d8-ec9b84569e0c,9efc4440-37fb-4564-9e43-f50a53bfe10b,ff576be7-4364-4a0c-8a20-f57b1070d8ae,4,19.48,Add extra sauce
551223ff-0dd4-4ef0-bf63-675b85731efa,9efc4440-37fb-4564-9e43-f50a53bfe10b,3ca8ec4b-b786-4815-8535-7415c1b4274c,1,8.43,Gluten-free if possible
7d346ccb-94bb-4ab8-99e3-c8385defb2cc,0c4ce6cf-7440-4800-8aec-1ba8532fb0da,fd3daf16-4a74-4214-9958-f983a860f574,1,9.42,
6d721e56-7ff9-4297-902b-9a45b237b1ab,bbe7131e-10a8-4ae6-b5ea-5bf165d4e80a,64ade34b-d5af-4ef0-8b4d-46414191ff4a,1,14.27,
7f0ad326-c5f2-411b-82a1-57762c162d54,bbe7131e-10a8-4ae6-b5ea-5bf165d4e80a,55097e04-2e45-49d9-bff5-abe92dcb26a2,1,15.76,Extra napkins please
b137ecc5-ca36-40fc-ab5c-9f2c5c849093,bbe7131e-10a8-4ae6-b5ea-5bf165d4e80a,ff576be7-4364-4a0c-8a20-f57b1070d8ae,2,19.48,Extra spicy
a71232b0-49d2-4be5-80a1-7b6d2ccf3172,385b12cd-9c6e-48d2-9a61-dd02ed53011b,55097e04-2e45-49d9-bff5-abe92dcb26a2,1,15.76,
58397a87-6bdd-49fb-97fa-23f8253656d9,385b12cd-9c6e-48d2-9a61-dd02ed53011b,5cbfb959-1edc-4a12-a500-2671c51370ce,3,14.61,
84f7282e-249c-4948-b680-5c5594196863,385b12cd-9c6e-48d2-9a61-dd02ed53011b,3ca8ec4b-b786-4815-8535-7415c1b4274c,2,8.43,No ice in the drink
b5b97c6d-bfe1-472b-8408-5710a30a6f5a,389695f9-9908-44e1-9c04-faeebc523ca4,79bc0195-4d7d-48e1-82ab-5f675a5d27e3,1,6.27,Well done
601d62b0-1c45-4a70-adde-6a055b3d3ad1,389695f9-9908-44e1-9c04-faeebc523ca4,76a97ef6-f9e9-4378-98bd-4e165ebf4dbe,1,7.29,
fbd116b5-10fd-4857-baad-b1e82283c28e,fa1375d8-dce6-4c87-983a-c4dc0e37c556,525b9966-d60e-4977-8991-bab8372180a0,1,10.71,
19023775-980f-4ddb-bbb5-0dba22111be5,fa1375d8-dce6-4c87-983a-c4dc0e37c556,41652616-0467-4e77-bdf6-f0332c17cd49,1,9.7,No cilantro
2beb0e04-d2d6-4510-8beb-5cac0712c7e9,fa1375d8-dce6-4c87-983a-c4dc0e37c556,4917cb9c-66cd-4438-b953-bc716b017172,4,5.42,
62e2caaf-cd8c-4790-ad06-02736c68ab66,a01216e9-6582-49b0-906f-6669a926d068,c2ec722b-abdc-4787-ae3e-dad987eae831,1,15.61,Well done
0d704026-f68f-46c0-8a56-aea004bf8c86,ad9f049b-5b1b-4835-8243-d1bdf7e411c7,2824034e-c1d4-420f-92e4-191a3a554f7a,4,12.16,
4da72f1a-1f7c-44e6-9ce0-207030b62038,ad9f049b-5b1b-4835-8243-d1bdf7e411c7,1651f85f-a7ca-41a7-b6da-d6634575ccd7,4,14.55,
dd569e49-6b0b-498c-8772-f45cd2ec7383,57fbd35c-c65e-450c-85dd-99a37e70801b,866407e0-7930-43e0-b0fb-63bb2225b3e0,3,17.82,
391721a1-5485-4a6b-ba1c-b6a8d271d39e,57fbd35c-c65e-450c-85dd-99a37e70801b,39599ce4-3425-4b11-98ba-9a8ffc26adbc,1,17.0,
25ed21e4-c656-4432-ae58-a75ea1b2ff19,57fbd35c-c65e-450c-85dd-99a37e70801b,866407e0-7930-43e0-b0fb-63bb2225b3e0,1,17.82,
a61c5c4d-4b98-4752-ade7-656c788f8eb1,637ef745-9c21-4cdc-b776-28285bc592d5,5a4096f7-adf1-4e34-8bf4-dd451d3aebe9,3,13.59,
962eb295-b53d-4a6e-94a5-feab1037c359,637ef745-9c21-4cdc-b776-28285bc592d5,55097e04-2e45-49d9-bff5-abe92dcb26a2,4,15.76,
bae7605f-9a21-447a-8091-65c0ff9670b9,637ef745-9c21-4cdc-b776-28285bc592d5,45dfab22-f7a9-4490-8617-40f21911d4f0,1,14.94,
4c02cabc-e414-402c-9ff0-6bddf5c9dfea,637ef745-9c21-4cdc-b776-28285bc592d5,a684e597-51d0-43ec-94d4-3b9e1d096b29,1,10.67,
013b8618-7c70-426c-a2f6-95258503d896,c6bbbcb8-8382-4318-b008-d00b5116c98d,0f57b438-682d-42ab-a733-f79254494b0b,4,10.28,
c58f8bae-0aa4-4a19-b15d-bbb7cbd985bf,c6bbbcb8-8382-4318-b008-d00b5116c98d,7b6486ce-fe20-4560-b1f4-72bff729cf4f,3,5.97,
0609d793-7f56-4a53-be97-14f645203949,111fb12d-913a-4533-b2ca-895c1b57140b,36daf90f-689f-4088-927a-3f44ef077fa4,1,8.85,
2328fbd3-d572-49b1-ba3f-24f1d9edad58,111fb12d-913a-4533-b2ca-895c1b57140b,c25edf78-f5e1-4f6e-adc8-2e49de38003d,1,21.85,
c6e32ece-2d6f-4363-9c95-a5b4ecb63700,28938346-6c79-4b9b-b5c6-a0815e7335a7,1d49d08c-c9e3-4b1f-b010-951202ad1b6a,1,8.73,
b66775dc-ccb7-41c7-8433-b403b826e9e9,28938346-6c79-4b9b-b5c6-a0815e7335a7,a0925657-7e2e-4d31-81f6-b17c617329b4,1,10.2,
d51c0bc8-ac53-45eb-9e82-64c158325189,e9a75e2a-3d20-41ea-845f-e25ad210aed2,f0da6d5d-bf8c-440e-8532-e8964d5e55af,1,9.93,
bd5a9912-bada-4f26-b727-cfe5e120bbc1,e9a75e2a-3d20-41ea-845f-e25ad210aed2,bee673c6-3726-4eda-bc9a-739d9ad7a028,3,6.68,
9a7d3eda-226f-4c43-8e02-d51ce105ebeb,e9a75e2a-3d20-41ea-845f-e25ad210aed2,f0da6d5d-bf8c-440e-8532-e8964d5e55af,1,9.93,No cilantro
085a09ff-023a-47e6-9c18-89195224740c,ca724f3f-47a3-4cf1-9a30-400009fe598a,8b3e154f-2067-4a35-9091-e12099cd6cc4,1,6.59,Add extra sauce
03440bba-728f-4c27-9a23-c0e842f85e0c,ca724f3f-47a3-4cf1-9a30-400009fe598a,d1020352-0dd8-4c32-b248-a4d0b86c75de,1,5.0,
ac852da4-b197-46e0-9bdf-a664fa3aba72,ca724f3f-47a3-4cf1-9a30-400009fe598a,48d5769f-d4ab-45b4-8232-649ca25cd26d,1,11.39,
b896bf58-8924-4b53-88a7-88660dddadd2,246df3d8-3fa8-4b51-91b4-51271391a244,f45dbe38-d13f-42bd-ba64-c267601036e9,1,8.0,
d59c73ff-4cc5-4580-bb27-bfc3504b8cb6,246df3d8-3fa8-4b51-91b4-51271391a244,f45dbe38-d13f-42bd-ba64-c267601036e9,1,8.0,
649dd6f2-de7d-4874-a696-827a63375d2e,5ac8dd45-f636-4ca4-8d8f-8340cebb7009,e07ab064-4962-4453-926b-2c4ac404babc,1,10.54,
67b4e624-5b1e-45ba-b865-ea53e40c7566,5ac8dd45-f636-4ca4-8d8f-8340cebb7009,e07ab064-4962-4453-926b-2c4ac404babc,1,10.54,
b46d5026-ed2c-4e99-9572-61721196b1f8,5ac8dd45-f636-4ca4-8d8f-8340cebb7009,f0b9e126-8075-4fd9-91e0-bf2fd764eadb,1,7.31,
9510ace2-3fca-4ce9-a1a7-ac76e400fe8d,fc0cc9c1-bc08-4789-90bf-6851cddf7ac3,763ba4f0-96a6-48d7-8998-9c78410cb220,1,7.96,No ice in the drink
58c76d25-21d2-4d1d-a7f0-2fe007ec920a,fc0cc9c1-bc08-4789-90bf-6851cddf7ac3,c9d49346-b793-442f-a929-d1874c536fac,1,6.96,
ac848cf2-df46-4db1-bd3e-69bf99fb1b92,fc0cc9c1-bc08-4789-90bf-6851cddf7ac3,20ce7c5d-a25e-4288-94b7-628dd38c92a8,1,9.83,No ice in the drink
441d7786-b4d8-4d10-9bce-0a5f04ab924c,3d06cd4b-9e06-476c-932e-d52d9032f160,629e582d-36fa-495d-a34e-849b96e12f59,1,51.58,Extra napkins please
a0e02a3e-96a5-43bc-9636-0b57247b1277,3d06cd4b-9e06-476c-932e-d52d9032f160,629e582d-36fa-495d-a34e-849b96e12f59,1,51.58,
9ef03891-851e-483d-81aa-097e450acc3a,3d06cd4b-9e06-476c-932e-d52d9032f160,f41899e2-232e-43b1-ad94-98d2337a4f4c,1,28.02,Substitute fries for salad
721230a0-cd68-4211-9182-46f77004c673,3d06cd4b-9e06-476c-932e-d52d9032f160,629e582d-36fa-495d-a34e-849b96e12f59,1,51.58,
954bb4e7-cfc6-4090-81a4-b980de32e500,fab26325-2bc1-44d6-8e78-c37db3420e47,7b91a963-1109-4876-84b6-e0da2bb137bf,1,9.3,
83db41c9-7c5b-4754-b661-f36c668ee4ab,fab26325-2bc1-44d6-8e78-c37db3420e47,98fcc909-f662-4b14-aebf-b28edf0fd3a1,1,9.63,Substitute fries for salad
6055bf06-737a-420f-af51-a59da080e3fd,f0e3f1f1-c433-4aee-a098-8f96a7ccaf41,1f675cc8-09ce-4589-9762-2308c1c49ff7,1,9.99,No cilantro
19df624d-1084-403a-8fa3-9a5fd11e6b16,f0e3f1f1-c433-4aee-a098-8f96a7ccaf41,1f675cc8-09ce-4589-9762-2308c1c49ff7,3,9.99,
861c83f0-2287-44db-bb65-45c3cf352afb,19bb1d6b-df8f-4c57-be24-67746e8fda1e,288aa5ec-2228-46d9-824c-de5ff4188b06,1,13.39,
3930a556-b8ee-487c-9d0f-72b9be4c3934,19bb1d6b-df8f-4c57-be24-67746e8fda1e,40d239ae-6508-4f09-9955-11fa643ef668,1,42.77,Well done
ace356ca-43c6-4899-b3e1-8386280f884a,d047a7e2-0e25-4aad-9548-1f1c948d0326,41ee06a3-f68d-4869-9baa-cc650bd3b151,1,5.0,
126bec82-7b32-4334-955c-349a86b87f89,1eb0d8c8-1ec3-49d2-92fb-b5f71b9fd2cf,df3fb828-d91b-4ce3-b90f-fc1f9ad969ef,1,15.91,
27569c0e-15cd-4b79-8b56-e3129eec0c89,1eb0d8c8-1ec3-49d2-92fb-b5f71b9fd2cf,ff576be7-4364-4a0c-8a20-f57b1070d8ae,1,19.48,
0fcd8673-f765-405a-bf61-2a28389ef557,1eb0d8c8-1ec3-49d2-92fb-b5f71b9fd2cf,3ca8ec4b-b786-4815-8535-7415c1b4274c,1,8.43,
79ca9f56-c5dd-4b09-8afa-87360bd2a52b,e1ebe099-78d5-4930-bda2-f74ae79ffc71,f0b9e126-8075-4fd9-91e0-bf2fd764eadb,3,7.31,Extra spicy
121f22f4-26e0-4cc3-87c2-d3814ef66264,e1ebe099-78d5-4930-bda2-f74ae79ffc71,8dee778c-11dd-4623-b4ca-a3cd0f3deb46,1,5.05,
0ee3e791-0e6b-46ac-a772-f1dcb4339b9b,e1ebe099-78d5-4930-bda2-f74ae79ffc71,e07ab064-4962-4453-926b-2c4ac404babc,2,10.54,
af7ca07c-4a57-434c-9d0a-bda07de968d4,e9d162c6-987a-458c-baf8-f80dfcc4272b,3347923f-df73-440c-8617-2b51ec9ce95d,2,9.73,
993c2e86-113e-42b3-a67e-68ff37aa6e9f,e9d162c6-987a-458c-baf8-f80dfcc4272b,2eddd910-2576-428d-b0f8-a8394b108128,1,6.96,No cilantro
29e6b467-3023-4e13-90d1-89beb40f8689,e9d162c6-987a-458c-baf8-f80dfcc4272b,9d4ec4dc-c045-4d97-a0de-5a5789bedaa7,3,10.94,Dressing on the side
f286af72-ac2c-4672-9e58-1d3608135987,95f1896a-e694-4c38-b79f-2fa330635251,4563ba6c-7259-4694-beec-2627417d6498,4,8.45,Extra spicy
24cab2ab-92e6-4730-8706-58b93a4a8a77,95f1896a-e694-4c38-b79f-2fa330635251,e567c35c-2f73-4ea9-a4c3-456fe3df09b8,1,5.73,
b62136fb-df3c-4d4a-80b4-2701a58620b1,f9d56d8b-013c-47a6-bbb2-ec76bb351335,c307abd3-0bdf-49e8-8267-bc39f0ccb066,1,34.09,
c7fbafc3-200f-40f9-8ec0-affa1cba5c7b,3ad84fb5-ddfe-4e25-a42d-d9474e5298cd,2be04eae-84e4-4c76-ad2a-06ca979d8720,2,5.82,
ae5a41f8-18a5-49a5-94d5-b77078ac3210,3ad84fb5-ddfe-4e25-a42d-d9474e5298cd,eb5a5a21-0ae3-4ed1-a9ec-36409e03f7a7,1,12.22,
d81ab29a-fde5-4604-ad80-743202cc3bcf,cf02a584-248c-4acc-9605-9c35ce4bd044,5a4096f7-adf1-4e34-8bf4-dd451d3aebe9,1,13.59,
d8fbb9bc-5f1b-4e66-90c5-72a29cb993d5,cf02a584-248c-4acc-9605-9c35ce4bd044,ff576be7-4364-4a0c-8a20-f57b1070d8ae,1,19.48,
e9d1cac3-7c6d-406c-b86f-2c46578da593,3f93ffbc-7d75-47c1-b0e3-622943d203af,02adfe5b-6b75-428b-a334-3d2ceba92d3f,1,6.6,Extra napkins please
57839b8a-49ce-4043-8762-4ce3f02b2ea3,3f93ffbc-7d75-47c1-b0e3-622943d203af,4b5ffca6-7227-413b-a4ae-3f66797c5d38,3,8.6,
62ccb0af-9e99-4c65-83ad-a0172c7f849e,503ff056-ca8c-4e6f-b083-e313c63a466e,78b97c6b-e084-466c-a87a-78902bbbff0b,1,5.0,
0a61519f-1f26-46aa-858e-e31da5d93f01,503ff056-ca8c-4e6f-b083-e313c63a466e,78b97c6b-e084-466c-a87a-78902bbbff0b,1,5.0,
ce9cc1f7-a3a6-44a7-830f-a1088450a924,68b8e159-888d-4d74-8372-6d5ae1c9e860,79bc0195-4d7d-48e1-82ab-5f675a5d27e3,2,6.27,
252431e3-a0a2-40bf-a058-32a349007b57,68b8e159-888d-4d74-8372-6d5ae1c9e860,20ce7c5d-a25e-4288-94b7-628dd38c92a8,1,9.83,
1d7e84d1-5aee-4f21-b415-c760ec2835c4,68b8e159-888d-4d74-8372-6d5ae1c9e860,c5ec6376-29d3-4263-8536-21d68ff48ed3,1,5.0,
59885bd9-17ca-472f-aa09-07973403d6e5,66db24b5-eb67-4862-9bc1-bfb3a1c2550b,9aaa2e19-1dbf-45a6-b356-838beca16a59,1,16.95,Well done
d2ffa77d-b015-4a7a-b804-52b42c61a51f,66db24b5-eb67-4862-9bc1-bfb3a1c2550b,37951106-79f6-440b-803d-b18728cad3af,1,17.07,
75db5b1a-deab-4d99-94af-3461d8335deb,66db24b5-eb67-4862-9bc1-bfb3a1c2550b,bb0e95d9-27e2-4f0b-8d4b-a25b5a4b16fe,4,18.11,
a56b147a-f37a-417e-8c19-51e5ba798be7,66db24b5-eb67-4862-9bc1-bfb3a1c2550b,c1000c85-01f2-461f-ab80-3951d45416a1,3,5.0,
fec21f83-d6e6-4be4-b497-46ef4904c5a6,66db24b5-eb67-4862-9bc1-bfb3a1c2550b,3361f0a6-ef26-4ba0-a0d3-ca67e048920c,1,10.67,No cilantro
f093b1a2-2ee0-4827-8113-12920de0ed69,ec697803-8a02-4f32-bc18-39e95ec5aac5,974cb59d-1452-4e01-974d-da728583a85d,1,30.1,
a0b8a228-e06b-4517-b2d0-ca32d5898dd8,ec697803-8a02-4f32-bc18-39e95ec5aac5,95f3a323-d291-4f99-a8f7-7a13d5a9f300,1,23.24,
730f60e9-c5c6-4e86-ba48-17124470b4b9,ec697803-8a02-4f32-bc18-39e95ec5aac5,866407e0-7930-43e0-b0fb-63bb2225b3e0,1,17.82,
85ea846a-ee30-4d4f-847c-504c0fdd47bb,bb063422-c20f-463b-9010-46c7209e2233,2be04eae-84e4-4c76-ad2a-06ca979d8720,1,5.82,Gluten-free if possible
5bdd863c-47b7-47cf-a02c-45d0bd514d02,bb063422-c20f-463b-9010-46c7209e2233,a59103f0-5c6a-4c4b-8ba4-9256ce94a0a3,1,5.0,Extra spicy
95d8439d-c5a6-4a78-af5c-6f07ccb7040e,bb063422-c20f-463b-9010-46c7209e2233,a59103f0-5c6a-4c4b-8ba4-9256ce94a0a3,1,5.0,
